FullName,Winery,WineName,Year,Region,RegionalVariety,WineRating,WineRatingCount,WinePrice,WineRatingPriceRatio
Domaine Ponsot Morey-Saint-Denis Premier Cru Clos des Monts Luisants Vieilles Vignes 2015,Domaine Ponsot,Morey-Saint-Denis Premier Cru Clos des Monts Luisants Vieilles Vignes,2015,Burgundy,White,4.1,606,92.68,0.044238239
Hospices de Beaune Pouilly-Fuissé Cuvée Françoise Poisard 2014,Hospices de Beaune,Pouilly-Fuissé Cuvée Françoise Poisard,2014,Burgundy,Macônnais White,4.2,418,73.6,0.057065217
Domaine Marc Morey & Fils Chassagne-Montrachet 1er Cru 'Les Chenevottes' 2014,Domaine Marc Morey & Fils,Chassagne-Montrachet 1er Cru 'Les Chenevottes',2014,Burgundy,Côte de Beaune White,4.2,500,53,0.079245283
Château de Tracy Haute Densité Pouilly-Fumé 2015,Château de Tracy,Haute Densité Pouilly-Fumé,2015,Upper Loire Valley,White,4.2,472,51,0.082352941
Thomas Morey Chassagne-Montrachet 1er Cru 'Les Embazées' 2011,Thomas Morey,Chassagne-Montrachet 1er Cru 'Les Embazées',2011,Burgundy,Côte de Beaune White,4.2,492,48.75,0.086153846
Etienne Sauzet Puligny-Montrachet 1er Cru 'Les Referts' 2011,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Les Referts',2011,Burgundy,Côte de Beaune White,4.2,395,83.18,0.050492907
E. Guigal Ermitage Ex-Voto Blanc 2006,E. Guigal,Ermitage Ex-Voto Blanc,2006,Northern Rhône,White,4.3,427,88.96,0.048336331
Fontaine-Gagnard Chassagne-Montrachet 1er Cru 'Les Caillerets' 2011,Fontaine-Gagnard,Chassagne-Montrachet 1er Cru 'Les Caillerets',2011,Burgundy,Côte de Beaune White,4.3,353,70.58,0.060923774
Domaine Long Depaquit Chablis Grand Cru 'Les Vaudésirs' 2015,Domaine Long Depaquit,Chablis Grand Cru 'Les Vaudésirs',2015,Burgundy,Chablis,4.2,396,53.33,0.078754922
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2006,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2006,Bordeaux,White,4.1,1515,73.95,0.055442867
Domaine de la Vougeraie Vougeot Clos du Prieuré Monopole Blanc 2015,Domaine de la Vougeraie,Vougeot Clos du Prieuré Monopole Blanc,2015,Burgundy,White,4.2,450,71.4,0.058823529
Amiot Guy Chassagne-Montrachet 1er Cru 'Les Macherelles' 2015,Amiot Guy,Chassagne-Montrachet 1er Cru 'Les Macherelles',2015,Burgundy,Côte de Beaune White,4.2,294,55,0.076363636
Louis Jadot - Domaine Duc de Magenta Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc 2016,Louis Jadot - Domaine Duc de Magenta,Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc,2016,Burgundy,Côte de Beaune White,4.3,1243,93.3,0.046087889
Domaine Zind Humbrecht Gewürztraminer Alsace Clos Windsbuhl 2006,Domaine Zind Humbrecht,Gewürztraminer Alsace Clos Windsbuhl,2006,Alsace,Gewürztraminer,4.2,624,61.67,0.068104427
Domaine Zind Humbrecht Pinot Gris Alsace Grand Cru Rangen de Thann Clos Saint Urbain 2008,Domaine Zind Humbrecht,Pinot Gris Alsace Grand Cru Rangen de Thann Clos Saint Urbain,2008,Alsace,Pinot Gris,4.3,602,73.05,0.058863792
Francois Carillon Puligny-Montrachet 1er Cru 'Les Combettes' 2014,Francois Carillon,Puligny-Montrachet 1er Cru 'Les Combettes',2014,Burgundy,Côte de Beaune White,4.3,278,87.98,0.048874744
J.M. Boillot Puligny-Montrachet Premier Cru Les Referts 2015,J.M. Boillot,Puligny-Montrachet Premier Cru Les Referts,2015,Burgundy,Côte de Beaune White,4.3,343,57.5,0.074782609
Etienne Sauzet Puligny-Montrachet 1er Cru 'Les Perrières' 2013,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Les Perrières',2013,Burgundy,Côte de Beaune White,4.2,635,95,0.044210526
Albert Bichot Puligny-Montrachet 2015,Albert Bichot,Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4,391,74.55,0.053655265
Jean-Paul & Benoit Droin Chablis Grand Cru 'Grenouille' 2014,Jean-Paul & Benoit Droin,Chablis Grand Cru 'Grenouille',2014,Burgundy,Chablis,4.2,237,65.53,0.064092782
Niepoort Douro Coche Branco 2016,Niepoort,Douro Coche Branco,2016,Northern Portugal,White,4.4,829,52.28,0.084162204
Kistler Vine Hill Vineyard Chardonnay 2005,Kistler,Vine Hill Vineyard Chardonnay,2005,Californian,Chardonnay,4.4,1664,88.22,0.049875312
Château Smith Haut-Lafitte Pessac-Léognan Blanc 2017,Château Smith Haut-Lafitte,Pessac-Léognan Blanc,2017,Bordeaux,White,4.3,2286,88,0.048863636
Dr. Von Bassermann-Jordan Jesuitengarten Riesling GG 2018,Dr. Von Bassermann-Jordan,Jesuitengarten Riesling GG,2018,German,Riesling,4.2,459,83.93,0.050041701
El Molino Chardonnay 2015,El Molino,Chardonnay,2015,Napa Valley,Chardonnay,4.2,331,54.99,0.076377523
Abbatucci Général de la Révolution (Cuvée Collection) 2013,Abbatucci,Général de la Révolution (Cuvée Collection),2013,,,4.3,238,61.67,0.069725961
Domaine Marquis d'Angerville Meursault Santenots 1er Cru 2012,Domaine Marquis d'Angerville,Meursault Santenots 1er Cru,2012,Burgundy,Côte de Beaune White,4.3,387,68.98,0.062336909
Flowers Camp Meeting Ridge Vineyard Chardonnay 2014,Flowers,Camp Meeting Ridge Vineyard Chardonnay,2014,Californian,Chardonnay,4.4,463,98,0.044897959
Etienne Sauzet Puligny-Montrachet 1er Cru 'Les Referts' 2012,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Les Referts',2012,Burgundy,Côte de Beaune White,4.2,395,91.58,0.045861542
Roagna Solea Langhe 2014,Roagna,Solea Langhe,2014,Northern Italy,White,4.1,195,54.99,0.074559011
Domaine William Fèvre Chablis Grand Cru Vaudésir 2015,Domaine William Fèvre,Chablis Grand Cru Vaudésir,2015,Burgundy,Chablis,4.2,506,60.68,0.069215557
Domaine Zind Humbrecht Pinot Gris Alsace Clos Windsbuhl 2005,Domaine Zind Humbrecht,Pinot Gris Alsace Clos Windsbuhl,2005,Alsace,Pinot Gris,4.2,871,66.07,0.063568942
Joseph Drouhin Chassagne-Montrachet Premier Cru 'Embazées' 2015,Joseph Drouhin,Chassagne-Montrachet Premier Cru 'Embazées',2015,Burgundy,Côte de Beaune White,4.3,242,72.17,0.059581544
Roagna Solea Langhe 2016,Roagna,Solea Langhe,2016,Northern Italy,White,4.1,195,62.68,0.065411615
Pierre-Yves Colin-Morey Saint-Aubin Premier Cru Hommage Á Marguerite 2017,Pierre-Yves Colin-Morey,Saint-Aubin Premier Cru Hommage Á Marguerite,2017,Burgundy,Côte de Beaune White,4.2,44,54.61,0.076908991
Château de Tracy Haute Densité Pouilly-Fumé 2012,Château de Tracy,Haute Densité Pouilly-Fumé,2012,Upper Loire Valley,White,4.2,472,51.67,0.081285078
Patrick Javillier Cuvée Tete de Murger Meursault 2015,Patrick Javillier,Cuvée Tete de Murger Meursault,2015,Burgundy,Côte de Beaune White,4.1,264,59.08,0.069397427
F.X. Pichler M Grüner Veltliner Smaragd 2016,F.X. Pichler,M Grüner Veltliner Smaragd,2016,Austrian,Grüner Veltliner,4.2,737,64.99,0.064625327
Bruno Colin Puligny-Montrachet Premier Cru 'La Truffière' 2013,Bruno Colin,Puligny-Montrachet Premier Cru 'La Truffière',2013,Burgundy,Côte de Beaune White,4.3,284,98.33,0.043730296
Marcel Deiss Mambourg Grand Cru 2004,Marcel Deiss,Mambourg Grand Cru,2004,,,4.2,534,55.45,0.075743913
J.M. Boillot Puligny-Montrachet Premier Cru Les Referts 2013,J.M. Boillot,Puligny-Montrachet Premier Cru Les Referts,2013,Burgundy,Côte de Beaune White,4.3,343,52.5,0.081904762
Domaine Zind Humbrecht Pinot Gris Alsace Grand Cru Rangen de Thann Clos Saint Urbain 2001,Domaine Zind Humbrecht,Pinot Gris Alsace Grand Cru Rangen de Thann Clos Saint Urbain,2001,Alsace,Pinot Gris,4.3,602,88.22,0.048741782
Paul Pernot Puligny-Montrachet 1er Cru Folatières 2016,Paul Pernot,Puligny-Montrachet 1er Cru Folatières,2016,Burgundy,Côte de Beaune White,4.2,463,57.5,0.073043478
Château La Nerthe Clos de Beauvenir Châteauneuf-du-Pape 2012,Château La Nerthe,Clos de Beauvenir Châteauneuf-du-Pape,2012,Southern Rhône,White,4.3,407,71.42,0.060207225
Etienne Sauzet Puligny-Montrachet 1er Cru 'La Garenne' 2016,Etienne Sauzet,Puligny-Montrachet 1er Cru 'La Garenne',2016,Burgundy,Côte de Beaune White,4.2,555,82.34,0.051008016
Billaud-Simon Chablis Grand Cru 'Vaudesir' 2016,Billaud-Simon,Chablis Grand Cru 'Vaudesir',2016,Burgundy,Chablis,4.2,740,73.33,0.057275331
Liquid Farm Chardonnay Bien Bien 2014,Liquid Farm,Chardonnay Bien Bien,2014,Californian,Chardonnay,4.1,80,56.49,0.072579218
Gaja Alteni di Brassica Langhe 2017,Gaja,Alteni di Brassica Langhe,2017,Northern Italy,White,4.2,1346,95.78,0.043850491
Domaine Bernard Moreau et Fils Chassagne-Montrachet 1er Cru 'La Maltroie' 2015,Domaine Bernard Moreau et Fils,Chassagne-Montrachet 1er Cru 'La Maltroie',2015,Burgundy,Côte de Beaune White,4.3,212,52.5,0.081904762
Fontaine-Gagnard Chassagne-Montrachet 1er Cru 'Les Caillerets' 2009,Fontaine-Gagnard,Chassagne-Montrachet 1er Cru 'Les Caillerets',2009,Burgundy,Côte de Beaune White,4.3,353,52.75,0.081516588
Pierre Morey Les Tessons Meursault 2015,Pierre Morey,Les Tessons Meursault,2015,Burgundy,Côte de Beaune White,4.2,607,80.15,0.052401747
Dönnhoff Niederhäuser Hermannshöhle Riesling Auslese 2017,Dönnhoff,Niederhäuser Hermannshöhle Riesling Auslese,2017,German,Riesling,4.4,350,65.08,0.067609096
Domaine Henri Boillot Meursault 1er Cru Les Charmes 2015,Domaine Henri Boillot,Meursault 1er Cru Les Charmes,2015,Burgundy,Côte de Beaune White,4.3,719,73.44,0.058551198
Domaine de la Janasse Châteauneuf-du-Pape Prestige 2014,Domaine de la Janasse,Châteauneuf-du-Pape Prestige,2014,Southern Rhône,White,4.2,247,62.6,0.067092652
Francois Carillon Chassagne-Montrachet 1er Cru 'Clos Saint Jean' 2014,Francois Carillon,Chassagne-Montrachet 1er Cru 'Clos Saint Jean',2014,Burgundy,Côte de Beaune White,4.1,137,67.98,0.060311856
Francois et Antoine Jobard Meursault 2015,Francois et Antoine Jobard,Meursault,2015,Burgundy,Côte de Beaune White,4.2,130,50.41,0.083316802
de Ladoucette Baron de L Pouilly-Fumé 2017,de Ladoucette,Baron de L Pouilly-Fumé,2017,Upper Loire Valley,White,4.3,5655,69.9,0.061516452
Trimbach Riesling Alsace Cuvée Frédéric Emile 2003,Trimbach,Riesling Alsace Cuvée Frédéric Emile,2003,Alsace,Riesling,4,6322,35.71,0.112013442
François Mikulski Meursault 1er Cru 'Poruzots' 2016,François Mikulski,Meursault 1er Cru 'Poruzots',2016,Burgundy,Côte de Beaune White,4.1,300,78.98,0.051911876
Jean Chartron Puligny-Montrachet Premier Cru 'Clos de la Pucelle' Monopole 2016,Jean Chartron,Puligny-Montrachet Premier Cru 'Clos de la Pucelle' Monopole,2016,Burgundy,Côte de Beaune White,4.3,453,79.4,0.054156171
Jean Chartron Puligny-Montrachet 2012,Jean Chartron,Puligny-Montrachet,2012,Burgundy,Côte de Beaune White,4.2,791,66.78,0.062893082
Michel Bouzereau Meursault-Genevrières 1er Cru 2012,Michel Bouzereau,Meursault-Genevrières 1er Cru,2012,Burgundy,Côte de Beaune White,4.3,367,56.38,0.07626818
Alheit Vineyards La Colline Vineyard Semillon 2017,Alheit Vineyards,La Colline Vineyard Semillon,2017,,,4.4,73,77.8,0.05655527
Domaine William Fèvre Chablis Grand Cru Valmur 2013,Domaine William Fèvre,Chablis Grand Cru Valmur,2013,Burgundy,Chablis,4.1,275,73.33,0.055911632
Domaine William Fèvre Chablis Premier Cru Vaulorent 2016,Domaine William Fèvre,Chablis Premier Cru Vaulorent,2016,Burgundy,Chablis,4.1,662,55,0.074545455
Fontaine-Gagnard Chassagne-Montrachet 1er Cru 'La Romanée' 2013,Fontaine-Gagnard,Chassagne-Montrachet 1er Cru 'La Romanée',2013,Burgundy,Côte de Beaune White,4.2,203,65,0.064615385
Domaine Zind Humbrecht Pinot Gris Alsace Clos Windsbuhl 2002,Domaine Zind Humbrecht,Pinot Gris Alsace Clos Windsbuhl,2002,Alsace,Pinot Gris,4.2,871,74.85,0.056112224
Jacques Carillon Puligny-Montrachet Premier Cru 'Les Champs Canet' 2015,Jacques Carillon,Puligny-Montrachet Premier Cru 'Les Champs Canet',2015,Burgundy,Côte de Beaune White,4.4,197,72,0.061111111
Au Pied du Mont Chauve Puligny Montrachet Premier Cru 'La Garenne' 2014,Au Pied du Mont Chauve,Puligny Montrachet Premier Cru 'La Garenne',2014,Burgundy,Côte de Beaune White,4.3,157,66.67,0.064496775
Yves Boyer-Martenot Cuvée Fernand Boyer Meursault 2016,Yves Boyer-Martenot,Cuvée Fernand Boyer Meursault,2016,Burgundy,Côte de Beaune White,4.2,113,50.99,0.082369092
Jean Noël Gagnard Chassagne-Montrachet 1er Cru 'Les Caillerets' Blanc 2011,Jean Noël Gagnard,Chassagne-Montrachet 1er Cru 'Les Caillerets' Blanc,2011,Burgundy,Côte de Beaune White,4.3,330,62,0.069354839
Albert Bichot Château Gris Les Terrasses Monopole Nuits-Saint-Georges 2009,Albert Bichot,Château Gris Les Terrasses Monopole Nuits-Saint-Georges,2009,Burgundy,White,4.3,358,53.33,0.080630039
Cakebread Chardonnay Reserve 2016,Cakebread,Chardonnay Reserve,2016,Napa Valley,Chardonnay,4.4,1336,67,0.065671642
Domaine Zind Humbrecht Riesling Alsace Grand Cru Brand 2005,Domaine Zind Humbrecht,Riesling Alsace Grand Cru Brand,2005,Alsace,Riesling,4.3,2149,77.5,0.055483871
Domaine William Fèvre Chablis Grand Cru Vaudésir 2014,Domaine William Fèvre,Chablis Grand Cru Vaudésir,2014,Burgundy,Chablis,4.2,506,72,0.058333333
Louis Latour Puligny-Montrachet 1er Cru Les Referts 2013,Louis Latour,Puligny-Montrachet 1er Cru Les Referts,2013,Burgundy,Côte de Beaune White,4.2,208,69.17,0.060719965
Louis Jadot Chassagne-Montrachet Abbaye de Morgeot 2013,Louis Jadot,Chassagne-Montrachet Abbaye de Morgeot,2013,Burgundy,Côte de Beaune White,4.2,188,53.77,0.078110471
Thomas Morey Chassagne-Montrachet 1er Cru 'Vide Bourse' 2012,Thomas Morey,Chassagne-Montrachet 1er Cru 'Vide Bourse',2012,Burgundy,Côte de Beaune White,4.3,118,54.02,0.079600148
Château de La Maltroye Chassagne-Montrachet 1er Cru 'La Romanée' 2013,Château de La Maltroye,Chassagne-Montrachet 1er Cru 'La Romanée',2013,Burgundy,Côte de Beaune White,4.3,151,90.83,0.047341187
Georg Breuer Berg Schlossberg Riesling 2017,Georg Breuer,Berg Schlossberg Riesling,2017,German,Riesling,4.3,1007,62.91,0.068351613
Vincent Girardin Puligny-Montrachet 1er Cru 'Les Combettes' 2014,Vincent Girardin,Puligny-Montrachet 1er Cru 'Les Combettes',2014,Burgundy,Côte de Beaune White,4.3,368,65.37,0.06577941
Marcel Deiss Alsace Grand Cru Schoenenbourg 2003,Marcel Deiss,Alsace Grand Cru Schoenenbourg,2003,,,4.3,997,71.16,0.060427206
Gauby Coume Gineste Côtes Catalanes 2014,Gauby,Coume Gineste Côtes Catalanes,2014,Languedoc-Roussillon,White,4,340,60.49,0.066126633
Domaine Weinbach Clos des Capucins Riesling Alsace Grand Cru 'Schlossberg' 2005,Domaine Weinbach,Clos des Capucins Riesling Alsace Grand Cru 'Schlossberg',2005,Alsace,Riesling,4.2,1673,70.58,0.059506942
Domaine des Malandes Chablis Grand Cru 'Les Clos' 2011,Domaine des Malandes,Chablis Grand Cru 'Les Clos',2011,Burgundy,Chablis,4.2,362,50.6,0.083003953
Jean-Paul & Benoit Droin Chablis Grand Cru 'Les Clos' 2007,Jean-Paul & Benoit Droin,Chablis Grand Cru 'Les Clos',2007,Burgundy,Chablis,4.3,1453,80.5,0.053416149
Gourt de Mautens Vaucluse Blanc 2015,Gourt de Mautens,Vaucluse Blanc,2015,Southern Rhône,White,4.2,165,52,0.080769231
Domaine Zind Humbrecht Pinot Gris Alsace Grand Cru Rangen de Thann Clos Saint Urbain 2000,Domaine Zind Humbrecht,Pinot Gris Alsace Grand Cru Rangen de Thann Clos Saint Urbain,2000,Alsace,Pinot Gris,4.3,602,83.98,0.051202667
Domaine Zind Humbrecht Gewürztraminer Alsace Clos Windsbuhl 2015,Domaine Zind Humbrecht,Gewürztraminer Alsace Clos Windsbuhl,2015,Alsace,Gewürztraminer,4.2,624,51.67,0.081285078
Jean Claude Bachelet & Fils Puligny-Montrachet 'Les Aubues' 2015,Jean Claude Bachelet & Fils,Puligny-Montrachet 'Les Aubues',2015,Burgundy,Côte de Beaune White,4.2,207,61,0.068852459
Von Winning Sauvignon Blanc 500 2017,Von Winning,Sauvignon Blanc 500,2017,German,Sauvignon Blanc,4.2,452,56.4,0.074468085
St. Michael-Eppan Appius 2015,St. Michael-Eppan,Appius,2015,Northern Italy,White,4.4,582,95.44,0.046102263
Etienne Sauzet Puligny-Montrachet 1er Cru 'Les Referts' 2015,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Les Referts',2015,Burgundy,Côte de Beaune White,4.2,395,86.54,0.048532471
Domaine William Fèvre Chablis Grand Cru Les Clos 2017,Domaine William Fèvre,Chablis Grand Cru Les Clos,2017,Burgundy,Chablis,4.2,1947,83.68,0.050191205
Louis Latour Puligny-Montrachet 1er Cru Les Truffières 2012,Louis Latour,Puligny-Montrachet 1er Cru Les Truffières,2012,Burgundy,Côte de Beaune White,4.1,298,57.5,0.071304348
Vincent Pinard Grand Chemarin Sancerre 2014,Vincent Pinard,Grand Chemarin Sancerre,2014,Upper Loire Valley,White,4,173,31.505,0.126963974
Buisson-Charles Meursault 1er Cru 'Charmes' 2015,Buisson-Charles,Meursault 1er Cru 'Charmes',2015,Burgundy,Côte de Beaune White,4.3,127,74.68,0.057579004
Fontaine-Gagnard Chassagne-Montrachet 1er Cru 'La Romanée' 2011,Fontaine-Gagnard,Chassagne-Montrachet 1er Cru 'La Romanée',2011,Burgundy,Côte de Beaune White,4.2,203,79.98,0.052513128
David & Nadia Hoë-Steen Chenin Blanc 2017,David & Nadia,Hoë-Steen Chenin Blanc,2017,South African,Chenin Blanc,4.5,58,55,0.081818182
Olivier Leflaive Puligny-Montrachet 2014,Olivier Leflaive,Puligny-Montrachet,2014,Burgundy,Côte de Beaune White,4.2,2864,50.41,0.083316802
Cloudy Bay Te Koko Sauvignon Blanc 2012,Cloudy Bay,Te Koko Sauvignon Blanc,2012,New Zealand,Sauvignon Blanc,4.2,6533,42.435,0.098974903
Flowers Sonoma Coast Chardonnay 2016,Flowers,Sonoma Coast Chardonnay,2016,Californian,Chardonnay,4.2,3600,61.99,0.067752863
Gaja Rossj-Bass Langhe 2013,Gaja,Rossj-Bass Langhe,2013,Northern Italy,White,4.2,5825,52.8,0.079545455
Vie di Romans Dessimis Pinot Grigio 2015,Vie di Romans,Dessimis Pinot Grigio,2015,Northern Italy,Pinot Grigio,4.2,3656,29.365,0.143027414
Régnard Grand Régnard Chablis 2015,Régnard,Grand Régnard Chablis,2015,Burgundy,Chablis,4.2,4368,37.495,0.112014935
de Ladoucette Baron de L Pouilly-Fumé 2014,de Ladoucette,Baron de L Pouilly-Fumé,2014,Upper Loire Valley,White,4.3,5655,76.99,0.055851409
Gaja Rossj-Bass Langhe 2012,Gaja,Rossj-Bass Langhe,2012,Northern Italy,White,4.2,5825,51,0.082352941
Belondrade Belondrade y Lurton 2014,Belondrade,Belondrade y Lurton,2014,Spanish,Verdejo,4.3,7965,63.56,0.067652612
E. Guigal Condrieu La Doriane 2016,E. Guigal,Condrieu La Doriane,2016,Northern Rhône,Condrieu,4.2,2657,60.49,0.069432964
Ridge Vineyards Estate Chardonnay 2014,Ridge Vineyards,Estate Chardonnay,2014,Californian,Chardonnay,4.1,2061,68.48,0.059871495
Domaine Leflaive Puligny-Montrachet 2013,Domaine Leflaive,Puligny-Montrachet,2013,Burgundy,Côte de Beaune White,4.3,3758,80.68,0.053296976
Elena Walch Beyond the Clouds 2013,Elena Walch,Beyond the Clouds,2013,Northern Italy,White,4.3,2496,79.94,0.053790343
Louis Latour Corton-Charlemagne Grand Cru 2006,Louis Latour,Corton-Charlemagne Grand Cru,2006,Burgundy,Côte de Beaune White,4.4,3240,98,0.044897959
Nicolas Joly Clos de la Coulée de Serrant 2011,Nicolas Joly,Clos de la Coulée de Serrant,2011,Loire,Chenin Blanc,4.3,4998,81.74,0.052605823
Olivier Leflaive Meursault 2015,Olivier Leflaive,Meursault,2015,Burgundy,Côte de Beaune White,4,1492,56.68,0.07057163
Etienne Sauzet Puligny-Montrachet 2015,Etienne Sauzet,Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4.1,2270,56,0.073214286
Domaine Zind Humbrecht Riesling Alsace Grand Cru Brand 2014,Domaine Zind Humbrecht,Riesling Alsace Grand Cru Brand,2014,Alsace,Riesling,4.3,2149,53.95,0.079703429
E. Guigal Condrieu La Doriane 2014,E. Guigal,Condrieu La Doriane,2014,Northern Rhône,Condrieu,4.2,2657,58.81,0.071416426
La Chablisienne Château Grenouilles Chablis Grand Cru 2011,La Chablisienne,Château Grenouilles Chablis Grand Cru,2011,Burgundy,Chablis,4.2,2428,61.67,0.068104427
Schloss Johannisberg Silberlack Riesling Trocken GG 2016,Schloss Johannisberg,Silberlack Riesling Trocken GG,2016,German,Riesling,4.2,1610,51.9,0.080924855
Torres Milmanda 2015,Torres,Milmanda,2015,Spanish,Chardonnay,4.1,2211,50.24,0.08160828
Elena Walch Beyond the Clouds 2012,Elena Walch,Beyond the Clouds,2012,Northern Italy,White,4.3,2496,83.18,0.051695119
Querciabella Toscana Batar 2012,Querciabella,Toscana Batar,2012,Central Italy,White,4.3,2422,58,0.074137931
Quintodecimo Exultet Fiano di Avellino 2016,Quintodecimo,Exultet Fiano di Avellino,2016,Southern Italy,White,4.2,1752,44.07,0.095302927
Francois Carillon Puligny-Montrachet 2012,Francois Carillon,Puligny-Montrachet,2012,Burgundy,Côte de Beaune White,4.2,2191,57.97,0.072451268
Joseph Drouhin Puligny-Montrachet 2015,Joseph Drouhin,Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4.2,2363,54.95,0.076433121
La Chablisienne Château Grenouilles Chablis Grand Cru 2014,La Chablisienne,Château Grenouilles Chablis Grand Cru,2014,Burgundy,Chablis,4.2,2428,41.965,0.100083403
Francois Carillon Puligny-Montrachet 2016,Francois Carillon,Puligny-Montrachet,2016,Burgundy,Côte de Beaune White,4.2,2191,52.89,0.079410096
Hubert Lamy Saint-Aubin 1er Cru 'Les Frionnes' 2013,Hubert Lamy,Saint-Aubin 1er Cru 'Les Frionnes',2013,Burgundy,Côte de Beaune White,4.1,1470,60.24,0.068061089
DuMOL Chardonnay 2014,DuMOL,Chardonnay,2014,Californian,Chardonnay,4.3,1632,74.99,0.057340979
Guillemot-Michel Quintaine Viré-Clessé 2016,Guillemot-Michel,Quintaine Viré-Clessé,2016,Burgundy,Macônnais White,4.1,610,32.05,0.127925117
Bachelet-Monnot Puligny-Montrachet 2015,Bachelet-Monnot,Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4.2,1193,52,0.080769231
M. Chapoutier Chante-Alouette Hermitage Blanc 2014,M. Chapoutier,Chante-Alouette Hermitage Blanc,2014,Northern Rhône,White,4.2,2316,68.33,0.061466413
Château Mouton Rothschild Aile d'Argent Blanc Bordeaux 2014,Château Mouton Rothschild,Aile d'Argent Blanc Bordeaux,2014,Bordeaux,White,4.2,2952,67.8,0.061946903
Ridge Vineyards Estate Chardonnay 2015,Ridge Vineyards,Estate Chardonnay,2015,Californian,Chardonnay,4.1,2061,64.95,0.063125481
Vincent Dauvissat La Forest Chablís 1er Cru 2014,Vincent Dauvissat,La Forest Chablís 1er Cru,2014,Burgundy,Chablis,4.2,2745,95,0.044210526
Dönnhoff Hermannshöhle Riesling GG 2016,Dönnhoff,Hermannshöhle Riesling GG,2016,German,Riesling,4.3,1758,67.5,0.063703704
Domaine William Fèvre Chablis Grand Cru Les Clos 2011,Domaine William Fèvre,Chablis Grand Cru Les Clos,2011,Burgundy,Chablis,4.2,1947,69,0.060869565
François Mikulski Meursault 2015,François Mikulski,Meursault,2015,Burgundy,Côte de Beaune White,4.1,1465,79.82,0.051365573
Quintodecimo Via del Campo Falanghina 2016,Quintodecimo,Via del Campo Falanghina,2016,Southern Italy,White,4.2,1009,38.86,0.108080288
Château de Meursault Meursault Premier Cru Les Charmes Dessus 2015,Château de Meursault,Meursault Premier Cru Les Charmes Dessus,2015,Burgundy,Côte de Beaune White,4.3,1118,66,0.065151515
Jean François Ganevat Sous la Roche 2014,Jean François Ganevat,Sous la Roche,2014,Jura,White,4.2,1113,57.97,0.072451268
Francois Carillon Puligny-Montrachet 2011,Francois Carillon,Puligny-Montrachet,2011,Burgundy,Côte de Beaune White,4.2,2191,57.97,0.072451268
HDV Chardonnay (Hyde Vineyard) 2014,HDV,Chardonnay (Hyde Vineyard),2014,Napa Valley,Chardonnay,4.3,1499,62.49,0.06881101
Jean-Claude Ramonet Chassagne-Montrachet Blanc 2014,Jean-Claude Ramonet,Chassagne-Montrachet Blanc,2014,Burgundy,Côte de Beaune White,4.1,1385,99,0.041414141
Jean-Claude Ramonet Chassagne-Montrachet Blanc 2015,Jean-Claude Ramonet,Chassagne-Montrachet Blanc,2015,Burgundy,Côte de Beaune White,4.1,1385,68.68,0.059697146
Bouchard Père & Fils Meursault 1er Cru 'Genevrières' Blanc 2013,Bouchard Père & Fils,Meursault 1er Cru 'Genevrières' Blanc,2013,Burgundy,Côte de Beaune White,4.2,1174,55.45,0.075743913
Didier Dagueneau (Louis-Benjamin Dagueneau) Pur Sang 2010,Didier Dagueneau (Louis-Benjamin Dagueneau),Pur Sang,2010,Upper Loire Valley,White,4.3,2141,87.38,0.049210346
Vincent Dauvissat La Forest Chablís 1er Cru 2015,Vincent Dauvissat,La Forest Chablís 1er Cru,2015,Burgundy,Chablis,4.2,2745,85.7,0.049008168
Louis Latour Meursault-Blagny Premier Cru Château de Blagny 2010,Louis Latour,Meursault-Blagny Premier Cru Château de Blagny,2010,Burgundy,Côte de Beaune White,4.1,1558,57.5,0.071304348
Paul Jaboulet Aîné Hermitage Le Chevalier de Sterimberg 2011,Paul Jaboulet Aîné,Hermitage Le Chevalier de Sterimberg,2011,Northern Rhône,White,4.1,1927,55.83,0.07343722
Yves Cuilleron Condrieu Les Chaillets 2012,Yves Cuilleron,Condrieu Les Chaillets,2012,Northern Rhône,Condrieu,4.2,1314,57.5,0.073043478
Hubert Lamy Saint-Aubin 1er Cru 'En Remilly' 2014,Hubert Lamy,Saint-Aubin 1er Cru 'En Remilly',2014,Burgundy,Côte de Beaune White,4.2,1305,56,0.075
Domaine Georges Vernay Les Terrasses de L'Empire Condrieu 2011,Domaine Georges Vernay,Les Terrasses de L'Empire Condrieu,2011,Northern Rhône,Condrieu,4.2,1606,53.33,0.078754922
Dutton-Goldfield Dutton Ranch Chardonnay 2014,Dutton-Goldfield,Dutton Ranch Chardonnay,2014,Californian,Chardonnay,4.1,943,95.15,0.043089858
