FullName,Winery,WineName,Year,Region,RegionalVariety,WineRating,WineRatingCount,WinePrice,WineRatingPriceRatio
Louis Latour Meursault-Blagny Premier Cru Château de Blagny 2015,Louis Latour,Meursault-Blagny Premier Cru Château de Blagny,2015,Burgundy,Côte de Beaune White,4.1,1558,60,0.068333333
Château Smith Haut-Lafitte Pessac-Léognan Blanc 2016,Château Smith Haut-Lafitte,Pessac-Léognan Blanc,2016,Bordeaux,White,4.3,2286,78,0.055128205
Egon Müller - Scharzhof Scharzhofberger Riesling Kabinett 2015,Egon Müller - Scharzhof,Scharzhofberger Riesling Kabinett,2015,German,Riesling,4.3,1431,74.78,0.057502006
Anselmo Mendes Parcela Única Escolha 2013,Anselmo Mendes,Parcela Única Escolha,2013,Portuguese,Vinho Verde White,4.3,1406,75.8,0.056728232
Capensis Chardonnay 2013,Capensis,Chardonnay,2013,South African,Chardonnay,4.4,522,94.9,0.046364594
Clos Mogador Nelin Priorat 2016,Clos Mogador,Nelin Priorat,2016,,,4.1,1684,53.33,0.076879805
Bellavista Convento Santissima Annunciata Curtefranca 2013,Bellavista,Convento Santissima Annunciata Curtefranca,2013,Northern Italy,White,4.2,802,50.3,0.083499006
Remelluri Rioja Blanco 2014,Remelluri,Rioja Blanco,2014,Spanish,Rioja White,4.1,1690,39.425,0.103994927
Marc Colin Saint-Aubin 1er Cru En Remilly 2014,Marc Colin,Saint-Aubin 1er Cru En Remilly,2014,Burgundy,Côte de Beaune White,4.1,1094,56.68,0.072335921
Château Larrivet Haut-Brion Pessac-Léognan Blanc 2009,Château Larrivet Haut-Brion,Pessac-Léognan Blanc,2009,Bordeaux,White,4,933,69.97,0.057167357
Pierre-Yves Colin-Morey Saint-Aubin Le Banc 2016,Pierre-Yves Colin-Morey,Saint-Aubin Le Banc,2016,Burgundy,Côte de Beaune White,4.2,1010,62.98,0.066687837
Jean Chartron Puligny-Montrachet 2015,Jean Chartron,Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4.2,791,59.95,0.070058382
Domaine William Fèvre Chablis Grand Cru Bougros Côte Bouguerots 2011,Domaine William Fèvre,Chablis Grand Cru Bougros Côte Bouguerots,2011,Burgundy,Chablis,4.2,1163,65.18,0.064436944
Egon Müller - Scharzhof Scharzhofberger Riesling Kabinett 2014,Egon Müller - Scharzhof,Scharzhofberger Riesling Kabinett,2014,German,Riesling,4.3,1431,68.8,0.0625
Domaine William Fèvre Chablis Grand Cru Bougros Côte Bouguerots 2015,Domaine William Fèvre,Chablis Grand Cru Bougros Côte Bouguerots,2015,Burgundy,Chablis,4.2,1163,70.68,0.05942275
Domaine William Fèvre Chablis Grand Cru Les Clos 2007,Domaine William Fèvre,Chablis Grand Cru Les Clos,2007,Burgundy,Chablis,4.2,1947,63,0.066666667
Hubert Lamy Saint-Aubin 1er Cru 'En Remilly' 2012,Hubert Lamy,Saint-Aubin 1er Cru 'En Remilly',2012,Burgundy,Côte de Beaune White,4.2,1305,61.48,0.068314899
Pierre-Yves Colin-Morey Chassagne-Montrachet Les Ancegnières 2011,Pierre-Yves Colin-Morey,Chassagne-Montrachet Les Ancegnières,2011,Burgundy,Côte de Beaune White,4.2,707,90,0.046666667
Francois et Antoine Jobard Meursault 'En la Barre' 2013,Francois et Antoine Jobard,Meursault 'En la Barre',2013,Burgundy,Côte de Beaune White,4.2,961,56.58,0.074231177
Gravner Breg Anfora Bianco 2009,Gravner,Breg Anfora Bianco,2009,Northern Italy,White,4.3,2252,69.99,0.061437348
Pierre-Yves Colin-Morey Saint-Aubin Le Banc 2015,Pierre-Yves Colin-Morey,Saint-Aubin Le Banc,2015,Burgundy,Côte de Beaune White,4.2,1010,68.98,0.060887214
J. Rochioli Estate Grown Chardonnay 2012,J. Rochioli,Estate Grown Chardonnay,2012,Californian,Chardonnay,4.2,671,70.6,0.059490085
Clos des Papes (Paul Avril) Châteauneuf-du-Pape Blanc 2011,Clos des Papes (Paul Avril),Châteauneuf-du-Pape Blanc,2011,Southern Rhône,White,4.1,1215,88.33,0.046416846
Planeta Didacus 2015,Planeta,Didacus,2015,Southern Italy,White,4.3,473,81.2,0.052955665
Albert Bichot Meursault 2015,Albert Bichot,Meursault,2015,Burgundy,Côte de Beaune White,4,1032,82.5,0.048484848
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2014,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2014,Bordeaux,White,4.1,1515,60,0.068333333
Gaja Alteni di Brassica Langhe 2016,Gaja,Alteni di Brassica Langhe,2016,Northern Italy,White,4.2,1346,95.78,0.043850491
Domaine Rapet Corton-Charlemagne Grand Cru 2011,Domaine Rapet,Corton-Charlemagne Grand Cru,2011,Burgundy,Côte de Beaune White,4.3,1181,50.41,0.085300536
Matrot Meursault-Blagny 1er Cru 2015,Matrot,Meursault-Blagny 1er Cru,2015,Burgundy,Côte de Beaune White,4.1,1076,62.58,0.065516139
Domaine Laroche Chablis Grand Cru Les Blanchots Reserve de l'Obédience 2015,Domaine Laroche,Chablis Grand Cru Les Blanchots Reserve de l'Obédience,2015,Burgundy,Chablis,4.3,1447,88.33,0.048681082
Querciabella Toscana Batar 2016,Querciabella,Toscana Batar,2016,Central Italy,White,4.3,2422,55,0.078181818
Domaine William Fèvre Chablis Grand Cru Bougros Côte Bouguerots 2014,Domaine William Fèvre,Chablis Grand Cru Bougros Côte Bouguerots,2014,Burgundy,Chablis,4.2,1163,99,0.042424242
Penfolds Yattarna Chardonnay (BIN 144) 2013,Penfolds,Yattarna Chardonnay (BIN 144),2013,Australian,Chardonnay,4.3,1359,83,0.051807229
Domaine William Fèvre Chablis Grand Cru Les Clos 2005,Domaine William Fèvre,Chablis Grand Cru Les Clos,2005,Burgundy,Chablis,4.2,1947,85,0.049411765
Domaine Rapet Corton-Charlemagne Grand Cru 2014,Domaine Rapet,Corton-Charlemagne Grand Cru,2014,Burgundy,Côte de Beaune White,4.3,1181,99.5,0.04321608
Domaine Zind Humbrecht Riesling Alsace Clos Windsbuhl 2011,Domaine Zind Humbrecht,Riesling Alsace Clos Windsbuhl,2011,Alsace,Riesling,4.2,1276,46.42,0.090478242
Domaine Zind Humbrecht Riesling Alsace Grand Cru Rangen De Thann Clos Saint Urbain 2014,Domaine Zind Humbrecht,Riesling Alsace Grand Cru Rangen De Thann Clos Saint Urbain,2014,Alsace,Riesling,4.3,1371,78.98,0.054444163
Domaine Long Depaquit Chablis Grand Cru 'Moutonne' (Monopole) 2012,Domaine Long Depaquit,Chablis Grand Cru 'Moutonne' (Monopole),2012,Burgundy,Chablis,4.3,1476,91.67,0.046907385
Terroir Al Límit Soc. Lda Pedra de Guix 2012,Terroir Al Límit Soc. Lda,Pedra de Guix,2012,,,4.1,540,62.24,0.065874036
Louis Michel & Fils Chablis Grand Cru 'Vaudesir' 2014,Louis Michel & Fils,Chablis Grand Cru 'Vaudesir',2014,Burgundy,Chablis,4.1,708,58.68,0.069870484
Domaine Laroche Chablis Grand Cru Les Blanchots Reserve de l'Obédience 2011,Domaine Laroche,Chablis Grand Cru Les Blanchots Reserve de l'Obédience,2011,Burgundy,Chablis,4.3,1447,83.88,0.05126371
Domaine de la Tournelle Fleur de Savagnin 2014,Domaine de la Tournelle,Fleur de Savagnin,2014,Jura,White,4.1,550,26.405,0.155273622
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2015,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2015,Bordeaux,White,4.1,1515,63.52,0.064546599
Domaine William Fèvre Chablis Grand Cru Bougros 2012,Domaine William Fèvre,Chablis Grand Cru Bougros,2012,Burgundy,Chablis,4.1,1121,66.67,0.061496925
Louis Latour Puligny-Montrachet 2011,Louis Latour,Puligny-Montrachet,2011,Burgundy,Côte de Beaune White,4.1,1087,50.21,0.08165704
Weingut Knoll Loibner Grüner Veltliner Smaragd Vinothekfüllung 2017,Weingut Knoll,Loibner Grüner Veltliner Smaragd Vinothekfüllung,2017,Austrian,Grüner Veltliner,4.2,829,50.95,0.082433759
Domaine Valette Vieilles Vignes Mâcon-Chaintré 2015,Domaine Valette,Vieilles Vignes Mâcon-Chaintré,2015,Burgundy,Macônnais White,4,1340,26.885,0.148781849
Domaine Mark and Martial Angeli La Lune 2017,Domaine Mark and Martial Angeli,La Lune,2017,Loire,Chenin Blanc,4.1,1155,26.38,0.155420773
Pierre-Yves Colin-Morey Chassagne-Montrachet Les Ancegnières 2012,Pierre-Yves Colin-Morey,Chassagne-Montrachet Les Ancegnières,2012,Burgundy,Côte de Beaune White,4.2,707,99,0.042424242
Marcel Deiss Alsace Grand Cru Schoenenbourg 2013,Marcel Deiss,Alsace Grand Cru Schoenenbourg,2013,,,4.3,997,54.61,0.078740157
Louis Latour Chassagne-Montrachet Blanc 2015,Louis Latour,Chassagne-Montrachet Blanc,2015,Burgundy,Côte de Beaune White,4.1,1162,55.83,0.07343722
Zuccardi Fósil San Pablo 2018,Zuccardi,Fósil San Pablo,2018,Argentinian,Chardonnay,4.2,417,65.8,0.063829787
Georg Breuer Berg Schlossberg Riesling 2012,Georg Breuer,Berg Schlossberg Riesling,2012,German,Riesling,4.3,1007,54.96,0.078238719
Louis Carillon et Fils Les Perrières Puligny-Montrachet 1er Cru 2009,Louis Carillon et Fils,Les Perrières Puligny-Montrachet 1er Cru,2009,Burgundy,Côte de Beaune White,4.2,438,69.95,0.060042888
Benoît Ente Puligny-Montrachet 2016,Benoît Ente,Puligny-Montrachet,2016,Burgundy,Côte de Beaune White,4.2,491,66.37,0.063281603
Louis Latour Chassagne-Montrachet 1er Cru Morgeot Blanc 2013,Louis Latour,Chassagne-Montrachet 1er Cru Morgeot Blanc,2013,Burgundy,Côte de Beaune White,4.1,527,55,0.074545455
Château de Puligny Montrachet Puligny-Montrachet 2015,Château de Puligny Montrachet,Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4.2,868,59.95,0.070058382
Château de Fieuzal Pessac-Léognan Blanc 2011,Château de Fieuzal,Pessac-Léognan Blanc,2011,Bordeaux,White,4,1135,62,0.064516129
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2008,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2008,Bordeaux,White,4.1,1515,68.63,0.059740638
Domaine William Fèvre Chablis Grand Cru Bougros Côte Bouguerots 2016,Domaine William Fèvre,Chablis Grand Cru Bougros Côte Bouguerots,2016,Burgundy,Chablis,4.2,1163,57.13,0.073516541
Bachelet-Monnot Puligny-Montrachet 2017,Bachelet-Monnot,Puligny-Montrachet,2017,Burgundy,Côte de Beaune White,4.2,1193,56,0.075
Chanson Chassagne-Montrachet Premier Cru Les Chenevottes 2011,Chanson,Chassagne-Montrachet Premier Cru Les Chenevottes,2011,Burgundy,Côte de Beaune White,4.2,446,65.53,0.064092782
Hubert Lamy Saint-Aubin 1er Cru 'En Remilly' 2016,Hubert Lamy,Saint-Aubin 1er Cru 'En Remilly',2016,Burgundy,Côte de Beaune White,4.2,1305,54,0.077777778
Jean-Marc Brocard Chablis Grand Cru 'Les Clos' 2016,Jean-Marc Brocard,Chablis Grand Cru 'Les Clos',2016,Burgundy,Chablis,4.1,1184,70,0.058571429
Domaine William Fèvre Chablis Premier Cru Montee de Tonnerre 2015,Domaine William Fèvre,Chablis Premier Cru Montee de Tonnerre,2015,Burgundy,Chablis,4,672,51.67,0.07741436
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2011,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2011,Bordeaux,White,4.1,1515,63.54,0.064526283
Kistler Vine Hill Vineyard Chardonnay 2007,Kistler,Vine Hill Vineyard Chardonnay,2007,Californian,Chardonnay,4.4,1664,91.58,0.048045425
Eisele Vineyard Sauvignon Blanc 2013,Eisele Vineyard,Sauvignon Blanc,2013,Californian,Sauvignon Blanc,4.3,358,60,0.071666667
Anne Boisson Meursault Sous la Velle 2013,Anne Boisson,Meursault Sous la Velle,2013,Burgundy,Côte de Beaune White,4.2,273,65.53,0.064092782
Rotem & Mounir Saouma Magis Châteauneuf-du-Pape 2013,Rotem & Mounir Saouma,Magis Châteauneuf-du-Pape,2013,Southern Rhône,White,4.3,576,69.99,0.061437348
Domaine du Pavillon Meursault 2015,Domaine du Pavillon,Meursault,2015,Burgundy,Côte de Beaune White,4,380,55,0.072727273
Domaine William Fèvre Chablis Grand Cru Les Clos 2016,Domaine William Fèvre,Chablis Grand Cru Les Clos,2016,Burgundy,Chablis,4.2,1947,74.78,0.05616475
Bruno Colin Chassagne-Montrachet Premier Cru 'Les Chaumées' 2009,Bruno Colin,Chassagne-Montrachet Premier Cru 'Les Chaumées',2009,Burgundy,Côte de Beaune White,4.2,650,51.2,0.08203125
Billaud-Simon Chablis Grand Cru 'Vaudesir' 2013,Billaud-Simon,Chablis Grand Cru 'Vaudesir',2013,Burgundy,Chablis,4.2,740,70,0.06
Dr. Loosen Riesling Ürziger Würzgarten Alte Reben GG 2012,Dr. Loosen,Riesling Ürziger Würzgarten Alte Reben GG,2012,German,Riesling,4,581,96.6,0.041407867
Louis Latour Puligny-Montrachet 1er Cru Les Truffières 2011,Louis Latour,Puligny-Montrachet 1er Cru Les Truffières,2011,Burgundy,Côte de Beaune White,4.1,298,66.67,0.061496925
Château de La Maltroye Chassagne-Montrachet 1er Cru Morgeot 'Vigne Blanche' 2009,Château de La Maltroye,Chassagne-Montrachet 1er Cru Morgeot 'Vigne Blanche',2009,Burgundy,Côte de Beaune White,4.1,429,55.83,0.07343722
By Farr Three Oaks Vineyard Chardonnay 2016,By Farr,Three Oaks Vineyard Chardonnay,2016,Australian,Chardonnay,4.3,176,51,0.084313725
Berthet Bondet Château-Chalon 2010,Berthet Bondet,Château-Chalon,2010,Jura,Vin Jaune,4.1,806,54.14,0.07572959
Vincent Dauvissat La Forest Chablís 1er Cru 2006,Vincent Dauvissat,La Forest Chablís 1er Cru,2006,Burgundy,Chablis,4.2,2745,81.33,0.051641461
Domaine Blain-Gagnard Chassagne-Montrachet 2013,Domaine Blain-Gagnard,Chassagne-Montrachet,2013,Burgundy,Côte de Beaune White,4,699,50.41,0.079349335
Domaine William Fèvre Chablis Grand Cru 'Les Preuses' 2007,Domaine William Fèvre,Chablis Grand Cru 'Les Preuses',2007,Burgundy,Chablis,4.3,868,73.1,0.058823529
Samuel Billaud Chablis 1er Cru 'Les Fourneaux' (Les Grands Terroirs) 2014,Samuel Billaud,Chablis 1er Cru 'Les Fourneaux' (Les Grands Terroirs),2014,Burgundy,Chablis,4,276,37.475,0.106737825
Monteverro Chardonnay Toscana 2015,Monteverro,Chardonnay Toscana,2015,Central Italy,White,4.2,528,71.42,0.058807057
Paul Pillot Les Mazures Chassagne-Montrachet 2014,Paul Pillot,Les Mazures Chassagne-Montrachet,2014,Burgundy,Côte de Beaune White,4.2,308,54,0.077777778
Domaine Zind Humbrecht Pinot Gris Alsace Clos Windsbuhl 2013,Domaine Zind Humbrecht,Pinot Gris Alsace Clos Windsbuhl,2013,Alsace,Pinot Gris,4.2,871,50.83,0.082628369
Louis Latour Corton-Charlemagne Grand Cru 2002,Louis Latour,Corton-Charlemagne Grand Cru,2002,Burgundy,Côte de Beaune White,4.4,3240,99,0.044444444
Marcel Deiss Alsace Grand Cru Schoenenbourg 2008,Marcel Deiss,Alsace Grand Cru Schoenenbourg,2008,,,4.3,997,80.66,0.053310191
La Pousse d'Or Puligny-Montrachet 1er Cru 'Le Cailleret' 2011,La Pousse d'Or,Puligny-Montrachet 1er Cru 'Le Cailleret',2011,Burgundy,Côte de Beaune White,4.2,540,75.83,0.05538705
Château de Beaucastel Châteauneuf-du-Pape Blanc 2004,Château de Beaucastel,Châteauneuf-du-Pape Blanc,2004,Southern Rhône,White,4.3,3959,75.62,0.056863264
Pierre-Yves Colin-Morey Chassagne-Montrachet Les Ancegnières 2015,Pierre-Yves Colin-Morey,Chassagne-Montrachet Les Ancegnières,2015,Burgundy,Côte de Beaune White,4.2,707,95,0.044210526
Domaine Bernard Moreau et Fils Chassagne-Montrachet 1er Cru Morgeot 2015,Domaine Bernard Moreau et Fils,Chassagne-Montrachet 1er Cru Morgeot,2015,Burgundy,Côte de Beaune White,4.3,395,56.08,0.076676177
Amiot Guy Chassagne-Montrachet 1er Cru 'Cailleret' 2013,Amiot Guy,Chassagne-Montrachet 1er Cru 'Cailleret',2013,Burgundy,Côte de Beaune White,4.3,672,55,0.078181818
Pierre-Yves Colin-Morey Saint-Aubin Premier Cru Les Champlots 2015,Pierre-Yves Colin-Morey,Saint-Aubin Premier Cru Les Champlots,2015,Burgundy,Côte de Beaune White,4.2,307,58.73,0.071513707
Domaine Jean-Louis Chave Selection Hermitage Blanche 2013,Domaine Jean-Louis Chave,Selection Hermitage Blanche,2013,Northern Rhône,White,4.3,1294,53.65,0.080149115
Faiveley Puligny-Montrachet 1er Cru 'Champ Gain' 2014,Faiveley,Puligny-Montrachet 1er Cru 'Champ Gain',2014,Burgundy,Côte de Beaune White,4.2,350,75.83,0.05538705
Penfolds Yattarna Chardonnay (BIN 144) 2016,Penfolds,Yattarna Chardonnay (BIN 144),2016,Australian,Chardonnay,4.3,1359,92,0.04673913
Domaine Laroche Chablis Grand Cru 'Les Blanchots' 2016,Domaine Laroche,Chablis Grand Cru 'Les Blanchots',2016,Burgundy,Chablis,4.2,879,56.67,0.074113287
Domaine Zind Humbrecht Pinot Gris Alsace Clos Windsbuhl 2014,Domaine Zind Humbrecht,Pinot Gris Alsace Clos Windsbuhl,2014,Alsace,Pinot Gris,4.2,871,54.28,0.077376566
Olivier Leflaive Chassagne-Montrachet 1er Cru 'Clos Saint-Marc' 2013,Olivier Leflaive,Chassagne-Montrachet 1er Cru 'Clos Saint-Marc',2013,Burgundy,Côte de Beaune White,4.3,492,87.8,0.048974943
Reichsrat von Buhl Jesuitengarten GG 2012,Reichsrat von Buhl,Jesuitengarten GG,2012,German,Riesling,4.2,297,55,0.076363636
Ramey Chardonnay Platt Vineyard 2013,Ramey,Chardonnay Platt Vineyard,2013,Californian,Chardonnay,4.2,282,47.5,0.088421053
Joseph Drouhin Meursault Genevrières Premier Cru 2015,Joseph Drouhin,Meursault Genevrières Premier Cru,2015,Burgundy,Côte de Beaune White,4.2,123,55,0.076363636
Mullineux Quartz Chenin Blanc 2016,Mullineux,Quartz Chenin Blanc,2016,South African,Chenin Blanc,4.2,324,52.99,0.079260238
Domaine Blain-Gagnard Chassagne-Montrachet Premier Cru 'La Boudriotte' Blanc 2015,Domaine Blain-Gagnard,Chassagne-Montrachet Premier Cru 'La Boudriotte' Blanc,2015,Burgundy,Côte de Beaune White,4.2,603,57.13,0.073516541
Jean-Philippe Fichet Meursault 2014,Jean-Philippe Fichet,Meursault,2014,Burgundy,Côte de Beaune White,4.2,662,62,0.067741935
Etienne Sauzet Puligny-Montrachet 2017,Etienne Sauzet,Puligny-Montrachet,2017,Burgundy,Côte de Beaune White,4.1,2270,55.45,0.073940487
Domaine William Fèvre Chablis Grand Cru 'Les Preuses' 2014,Domaine William Fèvre,Chablis Grand Cru 'Les Preuses',2014,Burgundy,Chablis,4.3,868,98,0.043877551
Penfolds Reserve Bin A Chardonnay 2017,Penfolds,Reserve Bin A Chardonnay,2017,Australian,Chardonnay,4.1,636,65,0.063076923
Francois Carillon Le Clos du Vieux Château Puligny-Montrachet 2015,Francois Carillon,Le Clos du Vieux Château Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4.2,95,52.85,0.079470199
Michel Bouzereau Meursault-Genevrières 1er Cru 2013,Michel Bouzereau,Meursault-Genevrières 1er Cru,2013,Burgundy,Côte de Beaune White,4.3,367,52.51,0.081889164
La Pousse d'Or Puligny-Montrachet 1er Cru 'Le Cailleret' 2009,La Pousse d'Or,Puligny-Montrachet 1er Cru 'Le Cailleret',2009,Burgundy,Côte de Beaune White,4.2,540,77.5,0.054193548
Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2012,Domaine Alain Chavy,Puligny-Montrachet 1er Cru 'Les Folatières',2012,Burgundy,Côte de Beaune White,4.3,584,53.9,0.079777365
Domaine Jacques Prieur Meursault 'Clos de Mazeray' Blanc (Monopole) 2016,Domaine Jacques Prieur,Meursault 'Clos de Mazeray' Blanc (Monopole),2016,Burgundy,Côte de Beaune White,4.2,870,67.17,0.062527914
Pierre Morey Meursault 2011,Pierre Morey,Meursault,2011,Burgundy,Côte de Beaune White,4.1,459,75.57,0.054254334
Domaine Tessier Les Charmes Dessus Meursault 1er Cru 2014,Domaine Tessier,Les Charmes Dessus Meursault 1er Cru,2014,Burgundy,Côte de Beaune White,4.2,236,99,0.042424242
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2005,Bordeaux,White,4.1,1515,90.74,0.045184042
Marc Kreydenweiss Kastelberg Grand Cru 2013,Marc Kreydenweiss,Kastelberg Grand Cru,2013,Alsace,Riesling,4.1,545,55.41,0.073993864
Matrot Meursault-Blagny 1er Cru 2016,Matrot,Meursault-Blagny 1er Cru,2016,Burgundy,Côte de Beaune White,4.1,1076,61.67,0.066482893
Delas Clos Boucher Condrieu 2014,Delas,Clos Boucher Condrieu,2014,Northern Rhône,Condrieu,4,464,63.69,0.062804208
Didier Dagueneau (Louis-Benjamin Dagueneau) Pur Sang 2016,Didier Dagueneau (Louis-Benjamin Dagueneau),Pur Sang,2016,Upper Loire Valley,White,4.3,2141,68.05,0.063188832
Stolpman Vineyards L'Avion 2015,Stolpman Vineyards,L'Avion,2015,Californian,White Blend,4.1,317,53.6,0.076492537
Domaine Blain-Gagnard Chassagne-Montrachet 2017,Domaine Blain-Gagnard,Chassagne-Montrachet,2017,Burgundy,Côte de Beaune White,4,699,43.7,0.091533181
Domaine William Fèvre Chablis Grand Cru Bougros 2013,Domaine William Fèvre,Chablis Grand Cru Bougros,2013,Burgundy,Chablis,4.1,1121,63.33,0.064740249
Buisson-Charles Vieilles Vignes Meursault 2016,Buisson-Charles,Vieilles Vignes Meursault,2016,Burgundy,Côte de Beaune White,4,509,50.6,0.079051383
Francois Carillon Puligny-Montrachet 1er Cru 'Les Perrières' 2012,Francois Carillon,Puligny-Montrachet 1er Cru 'Les Perrières',2012,Burgundy,Côte de Beaune White,4.3,425,83.18,0.051695119
Paul Jaboulet Aîné Condrieu Domaine des Grands Amandiers 2016,Paul Jaboulet Aîné,Condrieu Domaine des Grands Amandiers,2016,Northern Rhône,Condrieu,4,194,63.33,0.063161219
Domaine Marc Morey & Fils Chassagne-Montrachet Blanc 2016,Domaine Marc Morey & Fils,Chassagne-Montrachet Blanc,2016,Burgundy,Côte de Beaune White,4.2,806,50.06,0.083899321
Jean Chartron Puligny-Montrachet Premier Cru 'Clos de la Pucelle' Monopole 2011,Jean Chartron,Puligny-Montrachet Premier Cru 'Clos de la Pucelle' Monopole,2011,Burgundy,Côte de Beaune White,4.3,453,66.67,0.064496775
Domaine Zind Humbrecht Riesling Alsace Grand Cru Rangen De Thann Clos Saint Urbain 2017,Domaine Zind Humbrecht,Riesling Alsace Grand Cru Rangen De Thann Clos Saint Urbain,2017,Alsace,Riesling,4.3,1371,74.95,0.057371581
Francois Carillon Puligny-Montrachet 1er Cru 'Les Champ Gain' 2015,Francois Carillon,Puligny-Montrachet 1er Cru 'Les Champ Gain',2015,Burgundy,Côte de Beaune White,4.3,441,72.25,0.059515571
Etienne Sauzet Puligny-Montrachet 1er Cru 'Les Perrières' 2012,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Les Perrières',2012,Burgundy,Côte de Beaune White,4.2,635,95,0.044210526
Dönnhoff Hermannshöhle Riesling GG 2018,Dönnhoff,Hermannshöhle Riesling GG,2018,German,Riesling,4.3,1758,57.97,0.074176298
